drug,condition,rating,side_effects,helped,sentiment
Prednisone,Rheumatoid Arthritis,9,"['severe hand deformity', 'disability']",True,positive
Contrave,Obesity,10,[],True,positive
Nexplanon,3</span> users found this comment helpful.,1,"['continuous menstrual bleeding', 'low self-esteem', 'feeling unattractive', 'feeling disgusting', 'emotional distress']",False,negative
Bupropion / naltrexone,Weight Loss,9,['nausea'],True,positive
Flagyl,Helicobacter Pylori Infection,7,"['nausea', 'bloating', 'foggy memory', 'white film on tongue', 'fatigue', 'metallic taste']",,negative
Lisinopril,High Blood Pressure,1,[],,negative
Etonogestrel,Birth Control,8,"['itching at insertion site', 'bleeding', 'spotting', 'heavy menstrual bleeding', 'mood swings', 'emotional lability', 'unexplained crying']",True,mixed
Etanercept,Psoriatic Arthritis,2,"['pain', 'stiffness', 'skin redness', 'joint pain', 'scalp itching', 'chills', 'flu-like symptoms']",False,negative
Ethinyl estradiol / norethindrone,Birth Control,8,['decreased libido'],,negative
Miconazole,Vaginal Yeast Infection,1,"['burning', 'itching', 'swelling', 'pain', 'severe irritation']",False,negative
Sertraline,Panic Disorde,9,['increased anxiety with dose increases'],True,positive
Alamast,"Conjunctivitis, Allergic",1,[],False,negative
Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,10,['sleepiness'],True,positive
Bupropion,Bipolar Disorde,1,"['brain zaps', 'brain shivers', 'sexual dysfunction', 'vivid dreams', 'withdrawal symptoms']",False,negative
Suvorexant,Insomnia,1,"['headache', 'insomnia', 'sleep disturbance']",False,negative
Baclofen,Chronic Spasticity,9,[],True,positive
Contrave,Obesity,10,"['nausea', 'queasiness']",True,positive
Depo-Provera,Abnormal Uterine Bleeding,1,"['continuous bleeding', 'vaginal dryness', 'hair loss', 'stress', 'low mood', 'severe acne', 'skin scarring']",False,negative
Estradiol,Postmenopausal Symptoms,10,[],True,positive
Liraglutide,Obesity,9,[],True,positive
Belviq,Weight Loss,10,[],True,positive
Lyrica,Neuralgia,7,"['fatigue', 'dizziness']",True,mixed
Ciprofloxacin,Urinary Tract Infection,1,[],False,negative
Hypercare,Hyperhidrosis,10,"['excessive sweating', 'heat intolerance', 'social anxiety', 'agoraphobia', 'isolation', 'chronic lower back pain']",False,negative
Fioricet,Headache,1,[],False,negative
Clindamycin,Bacterial Infection,7,"['heartburn', 'chest tightness', 'severe throat burning', 'indigestion']",True,mixed
Monistat 1-Day or Night Combination Pack,Vaginal Yeast Infection,3,"['itching', 'burning', 'blistering']",True,positive
Methadone,Pain,10,[],True,positive
Levothyroxine,Hashimoto's disease,3,[],False,negative
Interferon beta-1a,Multiple Sclerosis,10,"['body aches', 'increased urination frequency']",True,positive
Acetaminophen / hydrocodone,Pain,10,[],True,positive
Venlafaxine,Bipolar Disorde,1,"['sedation', 'excessive sleepiness']",False,negative
Etonogestrel,Birth Control,8,"['acne/breakouts', 'spotting', 'heavy menstrual bleeding']",True,positive
Drysol,Hyperhidrosis,5,['pain'],False,negative
Tri-Previfem,Birth Control,6,"['weight gain', 'severe cramps', 'reduced sex drive during water pill week']",True,mixed
Ortho Evra,Birth Control,6,"['mood swings', 'irritability', 'breast swelling', 'breast tenderness']",True,mixed
Adalimumab,Ankylosing Spondylitis,10,[],True,positive
Topiramate,Migraine Prevention,1,"['fatigue', 'speech difficulties', 'word-finding difficulties']",False,negative
Gabapentin,Pain,9,['disorientation'],True,positive
Dymista,Allergic Rhinitis,9,[],True,positive
Amphetamine / dextroamphetamine,ADHD,10,[],True,positive
Lyrica,Pain,6,"['extreme fatigue', 'shortness of breath']",False,negative
Gefitinib,Non-Small Cell Lung Cance,10,['dry skin'],True,positive
Tretinoin,Acne,9,['skin peeling'],True,positive
Methadone,Opiate Withdrawal,8,"['addiction', 'tolerance/escalating doses']",True,positive
Sprintec,Birth Control,9,"['nausea', 'decreased libido', 'dyspareunia', 'prolonged menstruation']",True,mixed
Lamictal,Bipolar Disorde,8,"['insomnia', 'morning fatigue', 'evening fatigue', 'difficulty relaxing']",True,positive
Casodex,Prostate Cance,9,['hot flashes'],True,positive
Abilify,Depression,3,"['weight gain', 'twitching', 'shallow attitude', 'mania']",True,mixed
Mirena,Birth Control,10,[],True,positive
Gildess Fe 1 / 20,Birth Control,4,"['mood swings', 'depression', 'rage', 'acne', 'breast tenderness', 'lactation']",,negative
Ethinyl estradiol / etonogestrel,Birth Control,1,"['lethargy', 'mood swings', 'yeast infections', 'irritability', 'depression', 'migraines', 'abdominal pain', 'loss of libido']",False,negative
Drospirenone / ethinyl estradiol,Acne,3,"['acne/breakouts', 'depression', 'exhaustion', 'negative mood', 'rumination/over-analysis', 'emotional reactivity', 'feeling overwhelmed']",False,negative
Levonorgestrel,Birth Control,8,"['pain during insertion', 'cervical dilation pain', 'cramping']",,mixed
Dronedarone,Atrial Fibrillation,8,[],True,positive
Bupropion / naltrexone,Obesity,8,"['decreased appetite', 'nausea', 'vomiting']",True,positive
Jolessa,Birth Control,9,['weight gain'],True,positive
Vortioxetine,Depression,7,"['nausea', 'vomiting']",True,mixed
Belsomra,Insomnia,9,[],True,positive
Nitrofurantoin,Urinary Tract Infection,3,[],False,negative
Pristiq,Anxiety,7,"['nighttime hot flashes', 'decreased ability to have orgasms']",True,mixed
Nefazodone,Depression,10,"['feeling out of it', 'delayed ejaculation', 'painful ejaculation', 'dry mouth']",True,positive
Amitriptyline,Insomnia,10,"['weight gain', 'depression', 'feeling out of it']",True,positive
Quetiapine,Bipolar Disorde,9,[],True,positive
Claritin-D,Nasal Congestion,9,[],,negative
Tramadol,Pain,10,[],True,positive
Lo Loestrin Fe,Birth Control,8,"['emotional instability', 'mood swings', 'crying episodes', 'decreased libido', 'sexual dysfunction']",True,mixed
Amitriptyline,Burning Mouth Syndrome,9,"['dizziness', 'lethargy']",True,positive
Tramadol,Pain,10,[],True,positive
Duloxetine,Depression,5,"['night sweats', 'tremors', 'nausea', 'paranoia', 'anxiety']",True,mixed
Betaseron,Multiple Sclerosis,8,"['blue black discoloration', 'headache', 'hypertension', 'speaking problems', 'vomiting', 'decreased sexual ability']",True,positive
Paxil,Anxiety,7,"['decreased libido', 'decreased orgasm', 'constipation', 'decreased energy', 'cognitive delay', 'irritability upon discontinuation', 'hyperactivity upon discontinuation', 'scattered thoughts upon discontinuation']",True,mixed
Commit,Smoking Cessation,10,[],True,positive
Levonorgestrel,Emergency Contraception,10,"['headaches', 'nausea']",True,positive
Eucrisa,Atopic Dermatitis,7,"['itching', 'continued pruritus despite rash clearance']",False,negative
Suprep Bowel Prep Kit,Bowel Preparation,1,"['nausea', 'headache', 'dizziness', 'presyncope', 'dehydration']",False,negative
Cryselle,Birth Control,2,"['prolonged bleeding', 'heavy bleeding']",False,negative
Celebrex,Osteoarthritis,10,[],True,positive
Provera,Abnormal Uterine Bleeding,6,"['shortness of breath', 'weight gain']",False,negative
Nexplanon,Birth Control,8,"['mood swings', 'depression', 'sadness', 'spotting']",True,positive
Risperidone,Schizophrenia,10,[],True,positive
Vardenafil,Erectile Dysfunction,9,['facial flushing'],True,positive
Temazepam,Insomnia,1,"['insomnia', 'frustration']",False,negative
Mirena,Abnormal Uterine Bleeding,1,"['severe cramps', 'bloating', 'acne', 'discomfort']",False,negative
Dramamine,Nausea/Vomiting,8,"['nausea', 'vomiting']",True,positive
Methylprednisolone,Allergic Rhinitis,3,"['malaise', 'hot flashes', 'facial flushing', 'lightheadedness', 'dizziness', 'imbalance', 'fatigue', 'increased appetite', 'anxiety', 'irritability']",False,negative
Daliresp,"COPD, Maintenance",2,"['insomnia', 'diarrhea', 'digestive disturbances']",True,mixed
Ethinyl estradiol / norgestimate,Birth Control,2,"['mood issues', 'extreme nausea', 'irregular bleeding', 'cramps', 'vomiting', 'weight loss', 'loss of appetite', 'nausea']",False,negative
Bupropion,Depression,6,"['suicidal ideation', 'tremors', 'psychomotor agitation', 'death anxiety']",True,positive
Enbrel,Rheumatoid Arthritis,10,[],True,positive
Duloxetine,Anxiety,10,"['jitteriness', 'nausea', 'stomach upset']",True,positive
Etanercept,Psoriatic Arthritis,10,[],True,positive
Jolessa,0</span> users found this comment helpful.,6,"['numbness in head', 'fear/anxiety about symptoms']",True,positive
Venlafaxine,Depression,6,"['insomnia', 'hyperhidrosis', 'incomplete symptom relief']",True,mixed
Paroxetine,Anxiety,9,"['decreased libido', 'dizziness', 'dry mouth']",True,positive
Apriso,Ulcerative Colitis,9,"['muscle numbness', 'night sweats', 'loose bowel movements']",True,positive
Levitra,Erectile Dysfunction,8,[],True,positive
Metformin,Insulin Resistance Syndrome,3,"['loose stools', 'fecal incontinence', 'social anxiety', 'agoraphobia']",False,negative
Citalopram,Generalized Anxiety Disorde,8,"['insomnia', 'increased hunger', 'weight gain']",True,positive
NP Thyroid,Underactive Thyroid,9,"['weight gain', 'hair loss', 'hypothyroid symptoms']",True,positive
Mefenamic acid,Period Pain,10,[],True,positive
Vicodin,Pain,9,[],True,positive
Estradiol,Atrophic Vaginitis,10,['headache'],True,positive
Dabigatran,Deep Vein Thrombosis,6,"['bone pain', 'hip pain', 'thumb pain', 'teeth pain', 'jaw pain', 'abdominal swelling', 'reflux']",True,mixed
Lo Loestrin Fe,Birth Control,9,"['amenorrhea', 'weight gain', 'decreased libido']",True,positive
Viibryd,Major Depressive Disorde,1,"['insomnia', 'vomiting', 'diarrhea', 'severe headaches', 'severe agitation', 'visual hallucinations', 'formication', 'sweats', 'psychosis', 'loss of consciousness', 'violent behavior', 'withdrawal symptoms']",False,negative
Lamotrigine,Anxiety,10,"['mild memory impairment', 'rash on face']",True,positive
Aripiprazole,Schizophrenia,2,"['increased blood sugar', 'extreme hunger', 'weight gain', 'personality changes', 'feeling like a different person']",True,negative
Tramadol,Pain,8,[],True,positive
Milnacipran,ibromyalgia,9,"['muscle cramps', 'muscle spasms', 'constipation', 'headaches']",True,positive
Viibryd,Depression,9,"['fatigue', 'digestive issues']",True,positive
Viibryd,Depression,7,"['insomnia', 'diarrhea', 'low energy', 'depression']",True,positive
Hydroxyzine,Nausea/Vomiting,9,[],True,positive
Codeine / promethazine,Cough,10,"['tachycardia', 'abnormal heart beating', 'vomiting']",True,mixed
OnabotulinumtoxinA,Cervical Dystonia,8,[],True,positive
Clonidine,Hypertensive Emergency,8,"['dry mouth', 'drowsiness']",True,positive
Miconazole,Vaginal Yeast Infection,1,"['burning', 'itching', 'pain']",False,negative
Breo Ellipta,COPD,2,['short duration of action'],True,mixed
Latuda,Schizophrenia,10,[],,positive
Hydroxyzine,Anxiety,10,[],True,positive
Miconazole,Vaginal Yeast Infection,9,"['burning pain', 'severe pain on insertion']",True,positive
Tri-Previfem,Birth Control,3,"['nausea', 'vomiting', 'inability to keep food down', 'insomnia']",True,mixed
Decadron,Inflammatory Conditions,1,"['burning sensation throughout body', 'difficulty breathing', 'severe migraine (unchanged)', 'vaginal tissue inflammation']",False,negative
Desvenlafaxine,Depression,2,"['extreme agitation', 'severe headaches']",True,mixed
Adderall,ADHD,10,[],True,positive
Latuda,Bipolar Disorde,1,"['immobility', 'lack of motivation', 'weight gain', 'sedation']",False,negative
Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,"['itching', 'insomnia', 'severe itching']",False,negative
Malarone,Malaria,1,"['hot flashes', 'cold flashes', 'sweating', 'abdominal cramps', 'headaches', 'amenorrhea', 'menopausal symptoms']",,negative
Bydureon,"Diabetes, Type 2",10,['injection site lumps'],True,positive
Citalopram,Anxiety and Stress,8,"['zombie-like feeling', 'felt terrible', 'depression', 'anxiety']",True,positive
Phendimetrazine,Obesity,9,['insomnia'],True,positive
Aripiprazole,Depression,6,['weight gain'],True,mixed
Nucynta ER,Pain,9,[],True,positive
Harvoni,Hepatitis C,10,[],True,positive
Benzonatate,Cough,8,[],True,positive
Nexplanon,Birth Control,7,"['prolonged menstrual bleeding', 'spotting', 'low iron', 'mood changes']",True,mixed
Sominex,Insomnia,10,['drowsiness'],True,positive
Lortab,Pain,7,['dependency'],True,mixed
Lamotrigine,Bipolar Disorde,9,['mania'],True,positive
Tramadol,Pain,10,[],True,positive
Benicar,High Blood Pressure,8,[],True,positive
Etonogestrel,Birth Control,10,['water retention'],True,positive
Lo Loestrin Fe,Birth Control,2,"['prolonged bleeding', 'acne/facial breakouts', 'mood swings', 'bloating']",False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,3,"['moodiness', 'depression', 'anxiety', 'decreased libido', 'vaginal dryness', 'increased appetite', 'weight gain']",False,negative
Aldara,Basal Cell Carcinoma,5,"['severe pain', 'deep muscle tissue pain']",False,negative
Ethinyl estradiol / norethindrone,Birth Control,5,"['mood swings', 'headaches', 'libido issues', 'stomach cramps', 'fatigue', 'depression', 'weight gain']",False,negative
Tioconazole,Vaginal Yeast Infection,2,"['severe itching', 'hives', 'allergic reaction']",True,negative
Zithromax,Otitis Media,1,[],False,negative
Doxycycline,Pneumonia,10,[],True,positive
Tiotropium,"COPD, Maintenance",9,[],True,positive
Bactrim,Bacterial Infection,4,"['back pain', 'low grade fevers', 'chills', 'fatigue', 'eyeball pain']",False,negative
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,6,"['burning', 'redness', 'irritation']",True,mixed
Stadol,Labor Pain,10,[],True,positive
ParaGard,Birth Control,10,"['insertion pain', 'cramps', 'spotting']",True,positive
Pimecrolimus,Eczema,5,"['severe itching/urge to scratch', 'facial burning', 'facial pain', 'heat sensation on face']",False,negative
Provigil,Narcolepsy,10,[],True,positive
Mirena,Birth Control,10,"['cervical discomfort', 'cramps']",True,positive
TriNessa,Abnormal Uterine Bleeding,7,"['weight gain', 'stretch marks', 'spotting', 'heavy periods']",True,mixed
Risperidone,Bipolar Disorde,10,[],True,positive
Alli,99</span> users found this comment helpful.,9,[],True,positive
BuSpar,Anxiety,8,[],True,positive
Amlodipine / olmesartan,High Blood Pressure,9,[],True,positive
Nexplanon,Birth Control,9,[],True,positive
Memantine,Not Listed / Othe,4,[],,positive
Lutera,Birth Control,9,['acne'],True,positive
Ethinyl estradiol / norelgestromin,Birth Control,6,"['mood swings', 'irritability', 'breast swelling', 'breast tenderness']",True,mixed
Acetazolamide,Pseudotumor Cerebri,8,"['Intracranial hypertension', 'vision loss', 'loss of appetite', 'weight loss', 'tingling in hands', 'tingling in elbows', 'tingling in toes', 'tingling in knees', 'intestinal problems', 'elevated brain pressure']",True,mixed
Cipro,Bronchitis,5,[],True,positive
Depo-Provera,Birth Control,10,"['menorrhagia', 'weight gain', 'depression', 'anxiety']",True,positive
Bupropion,Depression,9,['anxiety exacerbation'],True,positive
Elidel,Eczema,10,[],True,positive
Etonogestrel,Birth Control,9,"['weight gain', 'precancerous cells']",True,positive
Wellbutrin XL,Depression,9,"['flushing of chest and neck', 'decreased appetite']",True,positive
Atomoxetine,ADHD,1,"['daytime somnolence', 'insomnia', 'emotional blunting', 'depersonalization']",False,negative
Lamotrigine,Bipolar Disorde,1,"['eye irritation', 'oral ulcers', 'Stevens-Johnson syndrome', 'toxic epidermal necrolysis', 'blindness', 'life-threatening rash']",False,negative
Yaz,Birth Control,9,['headache'],True,positive
Tramadol,Depression,9,"['withdrawal symptoms', 'buzzing in head', 'vibration in head']",True,positive
Eletriptan,Migraine,10,[],True,positive
Xulane,Birth Control,9,"['nausea', 'mood swings', 'emotional instability', 'increased menstrual cramps']",True,positive
Levonorgestrel,Birth Control,10,[],,positive
Escitalopram,Depression,8,"['weight gain', 'worsening mood', 'withdrawal symptoms']",True,mixed
Zolpidem,Insomnia,5,"['sleep eating', 'memory loss', 'complex sleep behaviors', 'impaired judgment', 'inappropriate decision-making']",True,mixed
Ativan,Anxiety,10,"['drowsiness', 'difficulty concentrating']",True,positive
Aspirin / caffeine / orphenadrine,Muscle Pain,10,[],True,positive
Desvenlafaxine,Post Traumatic Stress Disorde,10,[],True,positive
Montelukast,Asthma,10,[],True,positive
Belviq,Weight Loss,10,[],True,positive
Hydrochlorothiazide,High Blood Pressure,1,[],False,negative
Acetaminophen,Pain,1,[],False,negative
Mirena,Birth Control,2,"['hair loss', 'weight gain', 'abdominal weight gain', 'depression worsening', 'fatigue', 'pruritus', 'hives', 'eczema']",False,negative
Lisinopril,High Blood Pressure,1,"['elevated blood pressure', 'migraines', 'lightheadedness', 'dizziness', 'vomiting']",False,negative
Etonogestrel,Birth Control,9,"['late menstruation', 'spotting']",True,positive
OxyContin,Chronic Pain,5,[],False,negative
Tekturna,High Blood Pressure,1,"['blood pressure elevation', 'piercing headache', 'feeling unwell', 'sore throat']",False,negative
Blisovi Fe 1 / 20,Birth Control,1,"['vaginal discomfort', 'insomnia', 'itching', 'emotional instability', 'unexplained crying']",False,negative
Plan B,Emergency Contraception,10,"['cramps', 'menstrual irregularity']",True,positive
Phenelzine,Depression,10,[],True,positive
Vistaril,Anxiety,9,"['sedation', 'excessive sleepiness', 'prolonged drowsiness']",True,mixed
Loestrin 24 Fe,Birth Control,10,"['mood swings', 'irritability', 'feeling strange', 'headaches']",True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,9,"['nausea', 'weight loss', 'decreased appetite', 'emotional lability']",True,positive
Simponi,Psoriatic Arthritis,1,"['mobility impairment', 'swelling in toes', 'swelling in feet', 'swelling in ankles', 'swelling in left knee', 'swelling in elbows', 'swelling in wrists', 'swelling in hands', 'swelling in fingers', 'psoriasis on scalp', 'nausea']",False,negative
Perampanel,Epilepsy,9,"['grogginess', 'mood swings', 'behavior changes']",True,positive
Acetaminophen / oxycodone,Pain,8,[],True,positive
Simvastatin,High Cholesterol,1,"['insomnia', 'chest pain', 'numbness in legs', 'numbness in hands', 'left arm pain', 'neck pain']",False,negative
Tirosint,"Hypothyroidism, After Thyroid Removal",2,"['severe stomach upset', 'gastrointestinal distress']",False,negative
Mirena,Birth Control,1,"['cystic acne', 'hair loss', 'weight gain', 'constant headaches', 'shooting pain in lower back', 'shooting pain down legs', 'severe fatigue', 'mood swings', 'constant bleeding', 'excruciating abdominal pain']",False,negative
Ambien,Insomnia,5,"['tolerance buildup', 'insomnia', 'nocturnal awakening']",True,mixed
Abreva,Herpes Simplex,9,[],True,positive
Varenicline,Smoking Cessation,10,"['vivid dreams', 'stomach upset']",True,positive
Sulfasalazine,Rheumatoid Arthritis,9,"['throat tightness', 'hoarseness', 'voice problems', 'finger peeling', 'finger soreness']",True,mixed
Belviq,Weight Loss,1,[],False,negative
Zoloft,Panic Disorde,10,"['nausea/sickness', 'decreased appetite', 'insomnia', 'depression', 'paranoia']",True,positive
Fluconazole,"Onychomycosis, Toenail",10,[],True,positive
Norethindrone,Birth Control,1,"['depression', 'irregular periods', 'loss of appetite', 'numbness', 'emotional distress']",False,negative
Depo-Provera,Abnormal Uterine Bleeding,1,"['prolonged bleeding', 'abnormal menstrual bleeding']",False,negative
Crestor,High Cholesterol,9,"['leg pain', 'joint swelling']",True,positive
Victoza,Weight Loss,8,['nausea'],True,positive
Mirena,Birth Control,4,"['insertion pain', 'cysts', 'bleeding', 'cramping', 'headaches', 'fatigue', 'decreased libido']",True,negative
Varenicline,Smoking Cessation,10,[],True,positive
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,"['severe burning', 'severe itching', 'agitation', 'inability to sleep']",False,negative
Quetiapine,Borderline Personality Disorde,9,"['sedation', 'carbohydrate cravings', 'weight gain']",True,positive
Ciclopirox,"Onychomycosis, Toenail",10,[],True,positive
Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,4,"['mood changes', 'hyperactivity', 'irritability', 'agitation']",True,mixed
Etonogestrel,Birth Control,2,"['amenorrhea', 'increased appetite', 'weight gain', 'emotional lability', 'stress']",,negative
Clonazepam,Burning Mouth Syndrome,1,[],False,negative
Aviane,Birth Control,1,"['severe acne/breakout', 'acne scarring', 'depression', 'emotional changes', 'mood changes', 'prolonged menstrual period', 'severe menstrual cramping', 'blood clots during menstruation']",False,negative
Amlodipine / olmesartan,High Blood Pressure,10,[],True,positive
Clonidine,Opiate Withdrawal,10,[],True,positive
Triumeq,HIV Infection,5,"['stomach pain', 'nausea']",,mixed
Bupropion / naltrexone,Obesity,3,"['polyuria (frequent urination at night)', 'constipation', 'anxiety', 'nausea when overheated', 'anorexia (loss of appetite)', 'nausea from not eating']",True,mixed
Miconazole,Vaginal Yeast Infection,1,['burning sensation'],False,negative
BuSpar,Panic Disorde,9,[],True,positive
Cymbalta,Diabetic Peripheral Neuropathy,8,"['swelling', 'weight gain', 'crazy dreams', 'difficulty sleeping', 'headache']",True,positive
Jolivette,Birth Control,5,"['irregular period', 'weight gain', 'food cravings', 'oily scalp', 'hair loss', 'anger', 'stress', 'depression', 'chest pain', 'stomach pain']",False,negative
Desvenlafaxine,Depression,2,"['irritability', 'mood swings', 'emotional instability']",True,mixed
Bupropion / naltrexone,Weight Loss,3,"['nausea', 'sweating', 'dry mouth', 'insomnia', 'weight loss', 'loss of appetite']",False,negative
Chantix,Smoking Cessation,8,[],True,positive
Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome,10,['increased appetite'],True,positive
Flagyl,Diverticulitis,6,"['bad taste in mouth', 'nausea', 'dizziness', 'brain fog', 'dysgeusia (altered taste)']",True,mixed
Medroxyprogesterone,Abnormal Uterine Bleeding,1,"['breakthrough bleeding', 'prolonged menstrual bleeding', 'continuous light bleeding', 'fatigue', 'reduced sexual confidence', 'emotional distress']",False,negative
Buspirone,Anxiety,8,['dizziness'],True,positive
Tramadol,Back Pain,10,[],True,positive
Oxcarbazepine,Anxiety,6,"['fatigue', 'weakness', 'decreased appetite']",,mixed
Topiramate,Seizure Prevention,8,[],True,positive
Latuda,Bipolar Disorde,8,['nausea'],True,positive
Topamax,Migraine Prevention,5,"['tremors', 'migraines']",False,negative
Ciprofloxacin,Prostatitis,4,[],True,positive
Belsomra,Insomnia,1,"['insomnia', 'dry mouth', 'decreased saliva']",False,negative
Buprenorphine / naloxone,Opiate Dependence,3,"['headaches', 'down and out feeling', 'dysphoria']",True,negative
Clonazepam,Panic Disorde,10,"['tiredness', 'excessive sleeping']",False,mixed
Hylan g-f 20,Osteoarthritis,8,[],True,positive
Xenical,Obesity,10,"['frequent urination', 'oily stools', 'gastrointestinal distress']",,mixed
Metronidazole,Dental Abscess,10,[],True,positive
Etonogestrel,Birth Control,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,9,[],True,positive
Azithromycin,Chlamydia Infection,7,"['nausea', 'stomach cramps', 'sexual dysfunction']",False,negative
Varenicline,Smoking Cessation,10,[],True,positive
Naloxegol,"Constipation, Drug Induced",1,"['constipation', 'hard stools', 'abdominal pain', 'severe diarrhea', 'dehydration', 'anorexia', 'fear of kidney damage']",False,negative
Depo-Provera,Abnormal Uterine Bleeding,8,"['irregular periods', 'heavy menstrual bleeding', 'prolonged menstrual bleeding', 'depression', 'emotional instability', 'mood changes', 'attitude changes', 'increased arguing']",False,negative
Clindamycin,Skin or Soft Tissue Infection,8,['diarrhea'],True,positive
Plecanatide,Chronic Idiopathic Constipation,10,[],True,positive
Desogestrel / ethinyl estradiol,Birth Control,1,"['severe cramping', 'migraine', 'loose bowels', 'tiredness', 'confusion', 'nausea']",False,negative
Valtrex,Cold Sores,10,[],True,positive
Testosterone,"Hypogonadism, Male",10,['low testosterone levels'],True,positive
Tamsulosin,Urinary Tract Stones,9,['mild dizziness'],True,positive
Ethinyl estradiol / norgestimate,Birth Control,8,"['breast tenderness', 'altered cycle length', 'prolonged menstrual bleeding', 'spotting']",True,mixed
Lupron Depot-PED,Precocious Puberty,8,['mood swings'],True,positive
Ceftriaxone,Pneumonia,1,"['severe allergic reaction', 'anaphylaxis']",,negative
Lidocaine,Neuropathic Pain,6,"['patch does not adhere to skin', 'skin pinching from non-stretchable backing', 'patch rolling']",False,negative
Varenicline,Smoking Cessation,9,"['nausea', 'confusion']",True,positive
Menest,Postmenopausal Symptoms,10,[],True,positive
Bupropion / naltrexone,Obesity,7,"['lethargy', 'nausea']",True,mixed
Lisdexamfetamine,ADHD,9,"['elevated blood pressure', 'weight loss']",True,mixed
Singulair,Allergic Rhinitis,9,"['irritability', 'insomnia']",True,mixed
Norethindrone,Birth Control,4,"['irregular menstruation', 'unpredictable periods']",True,positive
Ethinyl estradiol / norgestimate,Birth Control,1,"['low hemoglobin', 'abnormal menstrual bleeding', 'continuous bleeding', 'severe menorrhagia', 'weakness', 'severe menstrual cramps', 'inability to perform daily activities']",False,negative
Ethinyl estradiol / norethindrone,Birth Control,10,[],True,positive
Vortioxetine,Major Depressive Disorde,9,"['nausea', 'severe nausea (initial weeks)']",True,positive
Chantix,Smoking Cessation,10,[],True,positive
Bupropion / naltrexone,Obesity,2,"['stomach upset', 'stomach pain', 'mood problems (with previous medication qsymia)']",False,negative
Symbicort,"Asthma, Maintenance",3,"['back pain', 'hoarse throat', 'worsening breathing']",False,negative
Indomethacin,Rheumatoid Arthritis,10,[],True,positive
Benzoyl peroxide / clindamycin,Acne,10,['dry skin'],True,positive
Lo Loestrin Fe,Birth Control,3,"['irregular periods', 'weight gain', 'abnormal dreams', 'stress']",False,negative
Terazosin,Hyperhidrosis,8,[],True,positive
Diazepam,Anxiety,5,[],,mixed
Cymbalta,ibromyalgia,10,[],True,positive
Canagliflozin,"Diabetes, Type 2",1,"['malodorous body fluids', 'foul-smelling saliva', 'foul-smelling urine', 'abnormal taste in mouth', 'persistent symptoms after discontinuation']",False,negative
Euflexxa,Osteoarthritis,1,"['anaphylactic response', 'life-threatening reaction']",False,negative
ParaGard,Birth Control,9,"['spotting', 'heavier periods']",True,positive
Phentermine,Weight Loss,10,[],True,positive
Nortriptyline,Pain,8,"['dry mouth', 'bad dreams']",True,positive
Bisacodyl,Constipation,8,"['constipation', 'grogginess', 'bloating', 'abdominal pain', 'cramping', 'diarrhea']",True,positive
Medroxyprogesterone,Abnormal Uterine Bleeding,1,"['spotting', 'prolonged bleeding', 'migraines', 'iron deficiency']",False,negative
Ethinyl estradiol / norethindrone,Birth Control,10,[],True,positive
Amoxicillin,Bacterial Infection,10,['diarrhea'],True,positive
Deplin,Depression,10,[],True,positive
Levora,Birth Control,10,[],True,positive
Amitiza,"Constipation, Chronic",9,"['diarrhea', 'nausea', 'gas']",True,positive
Effexor XR,Depression,9,"['loss of appetite', 'weight loss', 'sexual dysfunction']",True,positive
Clonidine,Opiate Withdrawal,8,[],True,positive
Cholecalciferol,Vitamin D Deficiency,10,[],True,positive
Diclofenac,Period Pain,9,[],True,positive
Saxenda,Obesity,9,['nausea'],True,positive
Ergocalciferol,Vitamin D Deficiency,1,['headache'],False,negative
Zoloft,Social Anxiety Disorde,8,"['headaches', 'chest discomfort', 'nausea', 'decreased appetite', 'weight loss', 'head feels bound up', 'fatigue', 'insomnia']",True,mixed
Belviq,Obesity,10,"['bowel movement urgency', 'increased bowel movements']",True,positive
Medroxyprogesterone,Birth Control,8,['mood swings'],True,positive
Ethinyl estradiol / norelgestromin,Birth Control,8,['itching at patch site'],True,positive
Alprazolam,Panic Disorde,10,"['drowsiness', 'blurred vision']",True,positive
Oxycodone,Pain,9,[],True,positive
Etonogestrel,Birth Control,9,"['mood swings', 'severe headaches', 'weight gain', 'acne']",True,positive
Dronedarone,Atrial Fibrillation,1,"['nausea', 'loose stools', 'headache']",,negative
Loestrin 24 Fe,Birth Control,2,['weight gain'],True,mixed
Disulfiram,Alcohol Dependence,6,[],True,mixed
Etonogestrel,Birth Control,3,"['prolonged bleeding', 'spotting', 'heavy bleeding', 'irregular menstrual cycle']",False,negative
Carbamazepine,Bipolar Disorde,1,"['suicidal thoughts', 'rash', 'flushing', 'irregular menstruation']",False,negative
LoSeasonique,Birth Control,1,"['prolonged menstrual bleeding', 'heavy menstrual flow', 'spotting', 'sexual dysfunction']",False,negative
Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,9,[],True,positive
